attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.By Appointment Only,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,categories,attributes.Waiter Service,hours.Monday.open,name,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Dietary Restrictions.kosher,type,attributes.Caters,attributes.Ambience.intimate,latitude,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.Hair Types Specialized In.perms,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale
False,,,06:00,,,,,06:00,False,False,none,False,,True,lrSv_9iHCrbAFpPin2LcqQ,False,,06:00,False,"['Burgers', 'Fast Food', 'Restaurants']",True,06:00,Carl's Jr,False,False,,,,,,1,True,False,,,8,,AZ,True,01:00,False,False,True,"15144 N Northsight Blvd
Scottsdale, AZ 85260",00:00,,False,,,False,06:00,,False,False,00:00,no,True,Scottsdale,True,,3.5,,business,False,False,33.6238144021,False,,-111.896102939,00:00,,00:00,01:00,True,False,06:00,,,,True,00:00,True,,,True,,06:00,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,True,full_bar,False,,True,AeoJkr_dlNshB078OepP8w,False,,11:00,False,"['Mexican', 'Restaurants']",True,11:00,Los Olivos Norte,False,False,,,,,,2,False,False,,,109,,AZ,True,22:00,True,False,True,"15544 N Pima Rd
Scottsdale, AZ 85260",21:00,,False,,,True,11:00,,False,False,21:00,no,False,Scottsdale,True,,3.5,,business,True,False,33.6271613,False,,-111.8914566,21:00,,21:00,22:00,True,False,11:00,,,,True,22:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,True,none,False,,True,SYHatptm7gpcmYjW1d-o5A,False,,,False,"['Mexican', 'Restaurants']",False,,Baja Fresh Mexican Grill,False,False,,,,,,1,False,False,,,15,,AZ,True,,True,False,True,"14858 N Frnk Llyd Wrght Blvd
Scottsdale, AZ 85260",,,False,,,False,,,False,False,,,False,Scottsdale,True,,2.5,,business,True,False,33.6211632096,True,,-111.925833487,,,,,True,False,,,,,False,,True,,,,,,average,,casual,,True,[],,False,,False
,,,00:00,,,,,00:00,False,False,none,,,False,KyLmGuB-EjpeliQO-Qu9Kw,,,00:00,False,"['Burgers', 'Fast Food', 'Restaurants']",True,00:00,Jack In the Box,False,,,,,,,1,True,False,,,14,,AZ,True,00:00,False,False,True,"14842 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85260",00:00,,False,,,False,00:00,,,False,00:00,no,True,Scottsdale,True,,3.5,,business,,,33.6207336753,False,,-111.875172043,00:00,,00:00,00:00,True,False,00:00,,,,False,00:00,,,,True,,00:00,,,casual,,False,[],,,,
False,,,,,,,,,False,False,none,False,,False,GMkgJsA2Jg6kTnOzF5Rf8Q,False,,,False,"['Burgers', 'Fast Food', 'Restaurants']",False,,Wendy's,False,False,,,,,,1,True,False,,,15,,AZ,True,,False,False,True,"15416 N Pima Rd
Scottsdale, AZ 85260",,,False,,,False,,,False,False,,no,True,Scottsdale,,,2.5,,business,False,False,33.6261768,False,,-111.891437,,,,,True,False,,,,,False,,True,,,True,,,quiet,,casual,,True,[],,False,,False
False,,,10:30,True,,,,10:30,False,True,full_bar,False,,True,MAFjNfDWJRgWCw8IOC7mew,False,,10:30,False,"['Mexican', 'Restaurants']",False,10:30,Blue Burrito Grille,False,False,,,,,,1,False,False,,,62,,AZ,True,22:00,True,False,True,"7318 E Shea Blvd
Ste 101
Scottsdale, AZ 85260",22:00,,False,,,False,10:30,,False,False,22:00,free,False,Scottsdale,True,,3.5,,business,True,False,33.5823408974,True,,-111.923882961,22:00,,22:00,22:00,True,False,10:30,,,,True,21:00,True,,,,,10:30,average,,casual,,True,[],,False,,False
,,,,,,,,,False,True,full_bar,,,True,Xbxve72Hp5cWWj96ThGNtg,,,,False,"['Pizza', 'Restaurants']",True,,"Pizza Picazzo, LLC",False,,,,,,,2,False,False,,,27,,AZ,True,,True,False,True,"7325 E Frank Lloyd Wrght Blvd
Scottsdale, AZ 85260",,,False,,,,,,,,,,False,Scottsdale,True,,3.5,,business,,,33.6371044,False,,-111.922424,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],,,,
False,,,09:00,,,,,09:00,False,True,full_bar,False,,True,Vx7-xbazum3dgo3Qj3i4pQ,False,,09:00,False,"['Mexican', 'Restaurants']",True,09:00,La Fonda Del Sol,False,False,,,,,,2,False,False,,,130,,AZ,True,22:00,True,False,True,"7223 E Shea Blvd
Scottsdale, AZ 85260",21:00,,False,,,False,09:00,,False,False,21:00,no,True,Scottsdale,True,,4.0,,business,True,False,33.5818749,False,,-111.924828,21:00,,21:00,22:00,True,False,11:00,,,,True,21:00,True,,,,,09:00,average,,casual,,True,[],,False,,False
False,,,10:00,,,,,10:00,False,True,beer_and_wine,False,,False,0YEbfeYZXkcTwjos9cgaEA,False,,10:00,False,"['Mexican', 'Restaurants']",False,10:00,Rubio's,False,False,,,,,,1,False,False,,,23,,AZ,True,21:00,True,False,True,"32415 North Scottsdale Rd
Scottsdale, AZ 85262",21:00,,False,,,False,10:00,,False,False,21:00,no,True,Scottsdale,False,,4.0,,business,True,False,33.7799757,False,,-111.9241039,21:00,,21:00,21:00,True,False,11:00,,,,False,20:30,True,,,,,10:00,average,,casual,,True,[],,False,,False
False,,,11:30,,,,,11:30,False,False,full_bar,False,,True,6PFPQeCM-XDrZRy0DHV2Yw,False,,11:30,False,"['Chinese', 'Restaurants']",True,11:30,Sesame Inn Carefree,False,False,,,,,,2,False,False,,,55,,AZ,True,21:00,True,False,True,"34482 N Scottsdale Rd
Scottsdale, AZ 85262",21:00,,False,,,True,11:30,,False,False,21:00,no,True,Scottsdale,,,3.5,,business,False,False,33.7975534,False,,-111.9278281,21:00,,21:00,21:00,True,False,11:30,,,,False,21:00,True,,,,,11:30,quiet,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,,iJDzwfZ7qwRMQq4YIm6ERQ,False,,,False,"['Burgers', 'Fast Food', 'Restaurants']",False,,Burger King,,False,,,,,,2,True,,,,11,,AZ,True,,False,,True,"13725 N Fountain Hills Blvd
Fountain Hills, AZ 85268",,,False,,,False,,,False,False,,,True,Fountain Hills,,,2.5,,business,,False,33.609595,False,,-111.729106,,,,,True,,,,,,False,,False,,,True,,,quiet,,casual,,True,[],,False,,False
False,,,05:30,,,,,05:30,False,True,full_bar,False,,True,L8STRioAgDx-_FRFuuUU2Q,False,False,05:30,False,"['Mexican', 'Restaurants']",False,05:30,Senor Taco,False,False,yes_free,,,,,1,False,False,,,89,,AZ,True,22:00,True,False,True,"16948 E Shea Blvd
Ste 105
Fountain Hills, AZ 85268",22:00,,False,,,True,05:30,,False,False,22:00,free,True,Fountain Hills,True,,4.0,,business,True,False,33.5739313,False,,-111.7140561,22:00,,22:00,22:00,True,False,06:00,,,,True,21:00,True,,,True,,05:30,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,True,beer_and_wine,False,,False,V-iqSBsiPoJnhsm-1p95qw,False,,,False,"['Chinese', 'Restaurants']",True,,Chen's Garden,True,False,,,,,,1,False,False,,,20,,AZ,True,,True,False,True,"16720 E Ave of the Fountains
Fountain Hills, AZ 85268",,,False,,,False,,,False,False,,no,True,Fountain Hills,,,3.0,,business,False,False,33.6038473,False,,-111.7174454,,,,,True,False,,,,,True,,True,,,,,,quiet,,casual,,True,[],,False,,False
False,,,10:00,,,,,10:00,False,True,beer_and_wine,False,,True,fZT8svnY4ZlNCigX8F3_Xw,False,,10:00,False,"['Pizza', 'Restaurants']",True,10:00,Pisa Pizza,False,False,,,,,,1,False,False,,,34,,AZ,True,22:00,True,False,True,"16650 E Palisades Blvd
Fountain Hills, AZ 85268",22:00,,False,,,False,10:00,,False,True,22:00,no,True,Fountain Hills,True,,3.5,,business,,False,33.6093134,False,,-111.7204851,22:00,,22:00,22:00,True,False,12:00,,,,True,21:00,True,,,,,10:00,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,True,none,False,,True,hisR9LKBN9sgcMxclH0e7g,False,,,False,"['Burgers', 'Fast Food', 'Restaurants']",False,,McDonald's,False,False,,,,,,1,False,False,,,9,,AZ,True,,True,False,True,"16936 E Shea Blvd
Fountain Hills, AZ 85268",,,False,,,False,,,False,False,,free,True,Fountain Hills,,,1.5,,business,False,False,33.5740849,False,,-111.714564,,,,,True,False,,,,,False,,True,,,True,,,average,,casual,,True,[],,False,,False
False,,,11:30,True,,,,11:30,False,True,full_bar,False,,True,rgfGTkoh6zfoyEBRUJIbeQ,False,,11:30,False,"['Mexican', 'Restaurants']",True,11:30,Que Bueno,False,False,,,,,,2,False,False,,,28,,AZ,True,22:00,True,False,True,"13207 N La Montana Dr
Fountain Hills, AZ 85268",22:00,,False,,,True,11:30,,False,False,22:00,no,True,Fountain Hills,True,,3.0,,business,True,False,33.606216,False,,-111.720743,22:00,,22:00,22:00,True,False,08:30,,,,True,22:00,True,,False,,,11:30,average,,casual,,True,[],,False,,False
,,,,,,,,,,,,,,,xvAU59jLR_OqPtZ4YgOewQ,,,,,"['Burgers', 'Fast Food', 'Restaurants']",,,Wendy's,,,,,,,,,,,,,3,,AZ,True,,,,,"17218 E Shea Blvd
Fountain Hills, AZ 85268",,,,,,,,,,,,,True,Fountain Hills,,,3.5,,business,,,33.5693006,,,-111.7094497,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
False,,,,,,,,,False,False,full_bar,False,,True,Qgp_J83d5e_V9v1ETP0ZHw,False,,,False,"['Chinese', 'Restaurants']",True,,Ha Ha China,False,False,,,,,,1,False,False,,,7,,AZ,True,,True,False,True,"11849 N Saguaro Blvd
Fountain Hills, AZ 85268",,,False,,,,,,False,True,,,False,Fountain Hills,True,,3.5,,business,,False,33.5946796,True,,-111.7126962,,,,,True,False,,,,,,,False,,,,,,quiet,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,True,full_bar,False,,True,FHyyoYs9hn37NA7cn55VAw,False,,11:00,False,"['Mexican', 'Restaurants']",True,11:00,Garcia's Mexican Restaurants,False,False,,,,,,2,False,False,,,25,,AZ,True,23:00,True,False,True,"4400 S Rural Rd
Tempe, AZ 85282",22:00,,False,,,True,11:00,,False,False,22:00,paid,False,Tempe,True,,3.0,,business,True,False,33.3836219,True,,-111.9276757,22:00,,22:00,23:00,True,False,11:00,,,,True,22:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,True,full_bar,False,,True,9XX-sxaDFXlXO65WnuS65Q,False,,11:00,False,"['Restaurants', 'Italian']",True,11:00,Riazzi's Italian Garden,False,False,,,,,,2,False,False,,,108,,AZ,True,22:00,False,False,True,"2700 S Mill Ave
Tempe, AZ 85282",21:00,,False,,,True,17:00,,False,False,21:00,no,True,Tempe,True,,3.5,,business,True,False,33.3999122,True,,-111.939982,21:00,,21:00,22:00,True,False,16:00,,,,True,21:00,True,,,,,11:00,quiet,,casual,,True,[],,False,,False
,,,,,,,,,,,,,,,IR_0p0JUs0T9f7qf_WhWzw,,,,,"['Pizza', 'Restaurants']",,,Papa John's Pizza,,,,,,,,,,,,,3,,AZ,,,,,,"524 W Broadway Rd
Tempe, AZ 85282",,,,,,,,,,,,,True,Tempe,,,2.0,,business,,,33.4080579,,,-111.9469356,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
True,,,,,,,False,,True,False,none,False,,True,vSEFzop2GDXsIWTLxIGMiw,False,False,,False,"['Mexican', 'Restaurants']",False,,Rivas Mexican Food,False,False,yes_free,,,,,1,False,False,,,49,,AZ,True,,True,False,True,"240 W Southern Ave
Tempe, AZ 85282",,,False,,,False,,,False,False,,no,True,Tempe,True,,3.5,,business,False,False,33.3928411,False,,-111.9423618,,,,,True,False,,,,,True,,False,,,,,,average,,casual,,True,[],,False,,False
False,,,07:00,,,,,07:00,False,False,beer_and_wine,False,,True,3uKAHQr19vFUfBJuXdmhEA,False,,07:00,False,"['Mexican', 'Restaurants']",False,07:00,Taco Nazo,False,False,,,,,,1,False,False,,,43,,AZ,True,21:00,True,False,True,"1405 W Southern Ave
Tempe, AZ 85282",21:00,,False,,,False,07:00,,False,False,21:00,no,True,Tempe,True,,3.0,,business,False,False,33.3917426,False,,-111.9617466,21:00,,21:00,21:00,True,False,07:00,,,,True,21:00,True,,,,,07:00,average,,casual,,True,[],,False,,False
True,,,11:00,,,,,11:00,False,False,none,False,,True,Ewf8sZkyCfhi8Nu9LbEc6A,False,,11:00,False,"['Chinese', 'Restaurants']",True,11:00,Pong Pong Restaurant,False,False,no,,,,,1,False,False,,,45,,AZ,True,21:30,True,False,True,"3330 S Price Rd
Tempe, AZ 85282",21:30,,False,,,False,11:00,,False,True,21:30,no,True,Tempe,True,,3.0,,business,True,False,33.3922661,False,,-111.8934668,21:30,,21:30,21:30,False,False,12:00,,,,False,21:30,False,,,,,11:00,average,,casual,,False,[],,False,,False
,,,,,,,,,,,none,,,False,GVaaRfCXGBZeypTL8GNJlw,,,,,"['Chinese', 'Restaurants']",,,Panda Express,False,,,,,,,1,,False,,,3,,AZ,,,,False,True,"5000 S Arizona Mills Cir
Ste 645
Tempe, AZ 85282",,,,,,,,,,,,,True,Tempe,,,2.0,,business,,,33.383123,,,-111.964485,,,,,,False,,,,,,,,,,,,,,,,,,[],,,,
False,,,00:00,True,,,,00:00,True,False,none,False,,True,mQ6_slsCd8-c8WFNtESnqw,False,,00:00,False,"['Mexican', 'Restaurants']",False,00:00,Filibertos Mexican Food,False,False,,,,,,1,False,False,,,72,,AZ,True,00:00,False,False,True,"1250 W Broadway Rd
Tempe, AZ 85282",00:00,,False,,,False,00:00,,False,False,00:00,no,True,Tempe,True,,2.0,,business,False,False,33.4078253,False,,-111.9578506,00:00,,00:00,00:00,True,False,00:00,,,,False,00:00,True,,,,,00:00,quiet,,casual,,True,[],,False,,False
,,,,,,,,,,,,,,,i_hOxNY8Afk4GotULnTMcA,,,,,"['Fast Food', 'Restaurants']",,,Long John Silver's,,,,,,,,,,,,,4,,AZ,True,,,,True,"1805 E Southern Ave
Tempe, AZ 85282",,,,,,False,,,,False,,,False,Tempe,,,3.0,,business,,,33.3925512,,,-111.9080673,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
False,,,,,,,,,False,False,none,False,,False,4XVECNP7u2WBr2us6yTS1w,False,,,False,"['Burgers', 'Fast Food', 'Restaurants']",False,,McDonald's,False,False,,,,,,1,True,False,,,9,,AZ,True,,True,False,True,"5144 S Rural Rd
Tempe, AZ 85282",,,False,,,False,,,False,False,,free,False,Tempe,,,2.0,,business,False,False,33.3786949,True,,-111.9301502,,,,,True,False,,,,,True,,False,,,True,,,average,,casual,,True,[],,False,,False
False,,,,True,,,,,False,False,none,False,,False,cmiXYlvKmOFnuRFbQXA4rQ,False,,,False,"['Fast Food', 'Restaurants']",False,,Wendys,False,False,,,,,,1,False,False,,,4,,AZ,True,,False,False,True,"1600 W Broadway Rd
Tempe, AZ 85282",,,False,,,False,,,False,False,,,False,Tempe,,,4.0,,business,False,False,33.4079428,False,,-111.9650195,,,,,True,False,,,,,False,,False,,,True,,,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,False,full_bar,False,,True,LOPHo3NyafDN9xPT6K5rZg,False,,11:00,False,"['Mexican', 'Restaurants']",True,11:00,Manuel's Mexican Restaurant - Tempe,False,False,,,,,,2,False,False,,,80,,AZ,True,23:00,True,False,True,"2350 E Southern Ave
Tempe, AZ 85282",22:00,,False,,,True,11:00,,False,False,22:00,free,True,Tempe,True,,3.5,,business,True,False,33.393528,False,,-111.8882464,22:00,,22:00,23:00,True,False,11:00,,,,True,22:00,True,,False,,,11:00,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,True,beer_and_wine,False,,True,ILsZjIibFtGHMDELeX610Q,False,,11:00,False,"['Pizza', 'Restaurants']",True,,Nello's,False,False,,,,,,2,False,False,,,148,,AZ,True,22:00,False,False,True,"1806 E Southern Ave
Tempe, AZ 85282",21:00,,False,,,True,11:00,,False,False,21:00,free,True,Tempe,True,,3.5,,business,True,False,33.3940534,True,,-111.9076576,,,21:00,22:00,True,False,11:00,,,,True,21:00,True,,False,,,11:00,average,,casual,,True,[],,False,,False
False,,,,True,,,,,False,True,none,False,,True,BtX9mA5dYDzULGVPC4-I-A,False,,,True,"['Fast Food', 'Restaurants']",True,,Sonic Drive-In,False,False,no,,,,,1,True,False,,,43,,AZ,True,,False,False,True,"1122 E Broadway Rd
Tempe, AZ 85282",,,False,,,False,,,False,False,,no,True,Tempe,True,,3.0,,business,,False,33.4081229,False,,-111.9211587,,,,,True,False,,,,,False,,True,,,True,,,quiet,,casual,,True,[],,False,,False
True,,,,,,,,,False,False,none,False,,True,vjhOjeoKL_TGPXON6XDEsQ,False,,,False,"['Chinese', 'Restaurants']",False,,Hunan Express Chinese Delivery,False,False,,,,,,1,False,False,,,57,,AZ,True,,True,False,True,"818 W Broadway Rd Ste 101
Tempe, AZ 85282",,,False,,,False,,,False,True,,no,True,Tempe,True,,3.5,,business,True,False,33.4078244,False,,-111.9507664,,,,,True,False,,,,,True,,False,,,,,,quiet,,casual,,True,[],False,False,,False
False,,,11:00,,,,,18:00,False,False,full_bar,False,,True,UeYT4UMnfpb9lJkmKnz17w,False,,11:00,False,"['Mexican', 'Restaurants']",True,11:00,Cervantes Restaurant,False,False,,,,,,2,False,False,,,20,,AZ,True,23:00,True,False,True,"3318 S Mill Ave
Tempe, AZ 85282",14:30,,False,,,False,,,False,False,14:30,no,True,Tempe,True,,2.5,,business,True,False,33.3922783,False,,-111.9399533,14:30,,14:30,,True,False,,,,,True,,False,,,,,11:00,quiet,,casual,,True,[],,False,,False
False,,,10:30,,,,,10:30,False,False,none,False,,True,Y5clwKIHw8qTpy3pCH1BHQ,False,,10:30,False,"['Chinese', 'Restaurants']",False,10:30,Golden Egg Roll,False,False,,,,,,1,False,False,,,71,,AZ,True,21:30,True,False,True,"3320 S Priest Dr
Tempe, AZ 85282",21:30,,False,,,False,10:30,,False,True,21:30,no,True,Tempe,True,,3.5,,business,False,False,33.3913585246,False,,-111.961297082,21:30,,21:30,21:30,True,False,12:00,,,,True,21:00,True,,,,,10:30,average,,casual,,True,[],,False,,False
False,,,11:00,False,,,,11:00,False,False,full_bar,False,,True,4yJZUlvlJfFINoNgulSEXg,False,,11:00,False,"['Mexican', 'Restaurants']",True,,Casa Reynoso,False,False,,,,,,1,False,False,,,141,,AZ,True,21:30,False,False,True,"3138 S Mill Ave
Tempe, AZ 85282",20:30,,False,,,True,11:00,,False,False,20:30,no,True,Tempe,True,,3.5,,business,True,False,33.3947743637,True,,-111.941120724,,,20:30,21:30,True,False,11:00,,,,False,20:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,,-1qDklczWpxON-3_Nj9NgA,False,,,False,"['Fast Food', 'Restaurants']",,,Arby's,,False,,,,,,1,False,,,,7,,AZ,True,,False,,True,"525 W Broadway Rd
Tempe, AZ 85282",,,False,,,False,,,False,False,,,True,Tempe,,,3.5,,business,,False,33.4069136,False,,-111.9472766,,,,,True,,,,,,False,,False,,,True,,,,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,False,wXP_zTXRRvhHENKmiz6ziQ,False,,,False,"['Chinese', 'Restaurants']",False,,Rice King Restaurant,False,False,,,,,,1,False,False,,,13,,AZ,True,,False,False,True,"930 W Broadway Rd
Ste 11
Tempe, AZ 85282",,,False,,,False,,,False,True,,,True,Tempe,,,2.0,,business,,False,33.4078922,False,,-111.9539189,,,,,,False,,,,,,,False,,,,,,quiet,,casual,,True,[],,False,,False
False,,,06:30,,,,,06:30,False,False,none,False,,True,FyyNwrfVbCG3BsYEM5csQA,False,,06:30,False,"['Mexican', 'Restaurants']",False,06:30,Salazar Bros Mexican Food,False,False,,,,,,1,False,False,,,23,,AZ,True,00:00,True,False,True,"2700 W Baseline Rd
Tempe, AZ 85282",23:00,,False,,,False,06:30,,False,False,23:00,no,False,Tempe,True,,4.0,,business,False,False,33.3792202,True,,-111.9767429,23:00,,23:00,00:00,True,False,06:30,,,,True,23:00,True,,,,,06:30,average,,casual,,True,[],,False,,False
False,,,07:00,,,,,07:00,,False,none,False,,False,QaC03H_XZKX9qPHLthIv7Q,False,,07:00,,"['Burgers', 'Fast Food', 'Restaurants']",False,07:00,Wendy's,False,False,,,,,,1,,False,,,5,,AZ,True,22:00,,False,True,"2704 W Southern Ave
Tempe, AZ 85282",22:00,,,,,False,07:00,,False,False,22:00,no,True,Tempe,,,3.0,,business,False,False,33.3932688,,,-111.9767308,22:00,,22:00,22:00,True,False,07:00,,,,False,22:00,False,,,True,,07:00,average,,casual,,True,[],,False,,False
False,,,05:00,,,,,05:00,False,False,none,False,,True,edC8euBdO5hxRHRs3RIvZg,False,,05:00,False,"['Burgers', 'Fast Food', 'Restaurants']",False,05:00,McDonald's,False,False,,,,,,1,False,False,,,13,,AZ,True,00:00,False,False,True,"1740 E Elliot Rd
Tempe, AZ 85284",00:00,,False,,,False,05:00,,False,False,00:00,free,True,Tempe,,,3.5,,business,False,False,33.3496,False,,-111.912291,00:00,,00:00,00:00,True,False,05:00,,,,True,00:00,False,,,True,,05:00,average,,casual,,True,[],,False,,False
,,,,,,,,,,,,,,,MXM30GZrf4AeqR5p6berkg,,,,,"['Mexican', 'Restaurants']",False,,Baja Fresh Mexican Grill,,,,,,,,1,,,,,7,,AZ,True,,,,True,"780 W Elliot Rd
Tempe, AZ 85284",,,,,,,,,,,,,False,Tempe,,,2.5,,business,,,33.3496072,,,-111.9497521,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
,,,11:00,,,,,11:00,False,False,none,,,False,-Gse8l_ec33gkWgotCLsew,,,11:00,False,"['Chinese', 'Restaurants']",False,11:00,The Magic Wok,False,,,,,,,2,False,False,,,6,,AZ,True,21:30,False,False,True,"1721 E Warner Rd
Tempe, AZ 85284",21:00,,False,,,False,11:00,,,True,21:00,,False,Tempe,True,,3.5,,business,,,33.3333737,False,,-111.9122692,21:00,,21:00,21:30,True,False,16:00,,,,,21:00,,,,,,11:00,,,casual,,False,[],,,,
False,,,,,,,,,False,True,none,False,,,tfxveeZkRB1N5o23jLrSxg,False,,,True,"['Burgers', 'Fast Food', 'Restaurants']",False,,Burger King,,False,,,,,,1,False,,,,11,,AZ,True,,False,,True,"1220 W Elliot Rd
Tempe, AZ 85284",,,False,,,False,,,False,False,,no,True,Tempe,,,2.0,,business,False,False,33.3492198,False,,-111.9574738,,,,,True,,,,,,False,,False,,,True,,,average,,casual,,True,[],,False,,False
,,,,,,,,,False,False,,,,False,7mNPyQJYtIR26Y4KQa2g1Q,,,,False,"['Burgers', 'Fast Food', 'Restaurants']",,,Wendy's,False,,,,,,,1,False,False,,,9,,AZ,True,,False,False,True,"515 W Warner Rd
Tempe, AZ 85284",,,False,,,False,,,,False,,,True,Tempe,,,2.0,,business,,,33.3342104,False,,-111.9466831,,,,,True,False,,,,,False,,,,,True,,,,,casual,,True,[],,,,
False,,,11:00,,,,,11:00,False,False,none,False,,,r6rb6j66fAhqrvAqYJiiQw,False,,11:00,False,"['Pizza', 'Restaurants']",False,11:00,Rosatis Pizza,,False,,,,,,2,False,,,,30,,AZ,True,23:00,False,,True,"1730 E Warner Rd
Tempe, AZ 85284",22:00,,False,,,False,11:00,,False,True,22:00,paid,True,Tempe,True,,3.0,,business,True,False,33.3353532,True,,-111.911971,22:00,,22:00,23:00,False,,11:00,,,,False,22:00,False,,,,,11:00,quiet,,casual,,True,[],,False,,False
False,,,16:00,,,,,16:00,False,True,full_bar,False,,True,FHOY9V6jkxT5lrkpxOYXOg,False,,16:00,False,"['Restaurants', 'Italian']",True,16:00,Marcello's Pasta Grill,False,False,,,,,,2,False,False,,,96,,AZ,True,22:00,False,False,True,"1701 E Warner Rd
Tempe, AZ 85284",21:30,,False,,,True,16:00,,False,False,21:30,no,True,Tempe,True,,3.0,,business,True,False,33.334185,True,,-111.9134739,21:00,,21:00,22:00,True,False,16:30,,,,True,21:00,True,,,,,16:00,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,True,none,False,,False,MUd_a4ngT25KmKKn5hs-YA,False,,,False,"['Fast Food', 'Restaurants']",,,Arby's Roast Beef,False,False,,,,,,1,False,False,,,8,,AZ,True,,True,False,True,"1392 W Elliot Rd
Tempe, AZ 85284",,,False,,,False,,,False,False,,,True,Tempe,,,3.5,,business,,False,33.3496042,False,,-111.9627431,,,,,True,False,,,,,False,,False,,,,,,,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,False,beer_and_wine,False,,True,8r4SKAKp_ugLrmhrxDBBtg,False,,11:00,False,"['Pizza', 'Restaurants']",False,11:00,Barro's Pizza,False,False,,,,,,2,False,False,,,12,,AZ,True,23:00,True,False,True,"1006 E Warner Rd
Tempe, AZ 85284",22:00,,False,,,False,11:00,,False,True,22:00,,False,Tempe,,,3.5,,business,False,False,33.3353841,True,,-111.9270761,22:00,,22:00,23:00,True,False,11:00,,,,True,22:00,False,,,,,11:00,average,,casual,,True,[],,False,,False
,,,,,,,,,,,none,,,,SSW1EqnX2VfRVGtPsd03Hg,,,,,"['Fast Food', 'Restaurants']",,,Jack in the Box,,,,,,,,1,,,,,5,,AZ,True,,,,True,"1585 E Warner Rd
Gilbert, AZ 85296",,,,,,False,,,,False,,,True,Gilbert,,,3.5,,business,False,,33.335189,,,-111.7562196,,,,,True,,,,,,,,,,,,,,,,,,True,[],,,,
,,,,,,,,,False,True,full_bar,,,True,aZFxdrDmfO10e3k2LNNFPw,,,,False,"['American (Traditional)', 'Restaurants']",True,,Native New Yorker,False,,,,,,,2,False,False,,,14,,AZ,True,,True,False,True,"110 S Val Vista Dr
Gilbert, AZ 85296",,,False,,,False,,,,False,,,False,Gilbert,True,,3.5,,business,,,33.3479614,True,,-111.7571331,,,,,True,False,,,,,,,,,,,,,,,casual,,True,[],,,,
